Score,Review,SNS,Addr
4, 으로 장건강뿐아니라 면역력을 키우고 싶은 마음에 체험신청해봅니다 장이 우리 몸에서 얼마나 중요하고 큰 힘인지 이미 겪어봤기에 건강해지려고 노력은 하는데.. 노력만으로 쉬이 바뀌지 않는것 같아요 여자라면 누구나 변비를 달고 사는줄 알았는데 그게 점차 시간이 지나면서 느끼는게 달라졌어요 좋은 유산균이 있어야 한다는 사실을.. 사랑하는 사람을 잃으면서 뼈져리게 느꼈는데.. 머지 않아 제 건강도 위협당하고 있게 되면서 면역력을 높이려 애쓰는데 잘 안되네요 좀 두서가 없지만 꼭 체험해서 후기 남겨서 저 같은 분들께 잘 알리고 싶어요 꼭 당첨이 되었으면 좋겠습니다,kakaostory,서울특별시
3,"제품에 대한 광고는 간혹 본듯한데, 오늘 처음으로 장건강에 관련된 제품인줄 알았네요. 평소에 장에 특별한 문제가 있는것은 아니지만, 남들에게 건강하게 보여야 하는 업을 하는 사람이어서요. 건강에 대한 자신감이, 이제는 약간의 염려가 드는 나이가 되어버렸습니다. 제품을 경험해보고 싶습니다.",facebook,강원도
4,하루하루 불안해요. 장트러블이 심하거든요. 조용한데 크게 소리가 너무 자주 나고 가스도 많이 차고 변도 시원치 않을 때도 많고 ㅠㅠ 잦은 설사 때문에 직장에서 힘들 때가 여러 번이었죠. 친구들과 여행가는 것도 두려워 질 정도에요. 한약도 먹어봤는데 별효과도 없네요. 우울하게 ㅠㅠ 저의 예민하고 힘든 장 문제 해결 도와주세요. 제에발~~,facebook,대전광역시
3,바쁘게 사느라 잠도 부족하고 평소 술을 즐겨합니다. 불규칙한 생활습관에 식습관에 배가 답답하구 가스두ㅠㅠ 불면증에..그리고 제 체력에 비해 과중한 일을 하다보니 피부알러지 약을 달고 사네요,kakaostory,경기도
3,요즘 딸아이가 감기가 자주 와서 유산균을 먹이려 합니다. 이것저것 검색해 보고 비교해보고...먹이는 사람들의 평가도 보고...참 많은 유산균 제품이 많아 도통 알 수가 없어요~그래서 체험단을 신청해요~~먹여보고 효과를 보이는 모습을 기대하며..꾸준히 먹이려고요~~체험단에 당첨되길 바래요~~^^,kakaostory,서울특별시
3,나이가들어서인지 유산균을먹으면 나아졌다가 먹지않으면장상태가좋지않아 고생 하고있어   선전을보고 인터넷을 하든중체험이있어 신청해봅니다,facebook,대전광역시
3,평소에 장이 건강하지 못해서 장트러블이 심한 편이라 건강한 장관리를 위해 체험해보고 싶어요. 장관리도 하고 면역관리도 열심히 해서 2016년 건강하게 보내고 싶어요.,kakaostory,대전광역시
3,40대남자! 직업(사진가)상 불규칙한식사와 빨리먹는습관! 최근들어 장이안좋아짐을 느낌! 병원가도 (내시경 검사 이상무) 유히익균보다 유해균이 많아 생기는 문제라 생각하여 신청하게됨! 장염처럼 아랫배가 살살 아픔!,facebook,서울특별시
3,우리 아이들 어릴적부터 원홠안 배변훈련을 위해 유산균은 필수라고 생각해요 아이한테 맞고 효과좋은 유산균 찾고싶어어 신청해요^^,facebook,경기도
3,안녕하세요 올해40세가 된 여성입니다 오랜 변비와함께 살아온 세월이 벌써 마흔이 되었습니다 겨울철이 되면 유난히 더심해지고 신경써서 다른 유산균을 먹어도 효과를 보지는 못하는것 같고 앉아서 일하다보니 더 그런것 같기도하고 저에게 맞는유산균을 찾아서 상쾌한 하루를 시작해보고 싶습니다!!!,kakaostory,경기도
3,장이 안좋아 잦은 설사를 많이 해서 체험단 신청 하기로 했습니다. 저한테 꼭 필요한 약인 같아요..,kakaostory,경기도
3,저희가족이 희안하게 소화가잘안되더라구요 배도 자주아프고해서 안해본것도 없는데 병원에한번가보니 유산균을 먹어보라구하더라구요 그래서 이번에신청해봅니다^^,facebook,강원도
2,30대가 되니 장운동이 시원치 않습니다ㅠㅠ,facebook,강원도
2,장이 좋지않아 여러가지 유산균을 먹어보고  두 접해보고 싶어요~~,kakaostory,경기도
4,화장실을 다녀와도 늘 속이 불편하고 시도 때도 없이 배가 아프며 어쩔땐 볼일을 못보고 그냥 배만 마구 아픕니다 장이 안좋타고 병원에서 그렇게 말만하고 다른 치료나 처방이 없었네요 결국 나혼자만의 아픔으로 아침마다 바쁜 시간인데 화장실에서 가족에게 민폐도 끼치고 그래서 저도 참고 참아 회사가서 볼일보고 이런 나의 아픔을 누가 알리요!   으로 나의 불편한 장 체험으로 효과 보고 싶네요 많은 페이스북 친구들에게 알리고 내 편안한 장 소개 하고 싶습니다,facebook,경기도
5,저희남편이 장결핵을 앓았던적이 있습니다. . 장이 좀 좁아져있어서 장운동이 원활하지가 않아서 매번 화장실을 잘못가서 잦은변비로 고생을 심하게 하고 있습니다 화장실을 못갈때 일주일씩 걸릴때도 있구요. . .주위분들이 유산균을 먹여보라고 권유를 받아서 유산균 제품을 구입할려고 여기저기 찾던중 어제저녁에 처음 광고를 접해서 유심히 보게되었습니다. 오늘아침 출근하여 카톡을 보았는데 우연인지 필연인지 체험단 신청할수 있는기회를 주신다하셔서 이렇게 글을 올리게 되었습니다. . .저희가족에게 남편의 웃는모습을 볼수 있는 기회를 주세요. . 장운동이 잘안되서 영양분흡수가 잘안되서 빈혈두 심해서 지금 병원에 한달에한번 치료중이기도 하거든요. .좋은 유산균 저희 남편 얼굴에 웃음을 줄수있는 기회가 되었음 좋겠구요 저희가족 모두가 안전하고 편하게 즐길수 있는 그런 유산균 꼭 그런기회가 되었음 좋겠습니다. .감사합니다,kakaostory,경기도
3,항상 어릴적부터 오래 앉아있는 습관때문에 배변습관이 불규칙적이고 소화불량이 많았는데 한번 먹어보고 싶네요~,facebook,서울특별시
3,제가 장이 좀 민감해서 변비 또는 설사 증상이 번갈아 가면서 자주 일어납니다. 건강한 장이 건강의 우선이라고 하는대 꼭 체험하고 싶으니 당첨시켜주세요~ 감사합니다.,facebook,경기도
3,요거트를 늘 먹어왔는데 효과가 일정치도 않고 해서 고민하던차에  을 알게 되었습니다. 4중 코팅이라는 뭔가 신뢰가 되는데요. 체험단에 됐으면 좋겠네요 !,facebook,서울특별시
3,모유수유중 이어서인지 변비때문에 고생이예요. 바쁜 육아중에 식이섬유 골고루들어간 식사 챙기기는 어림없고. 장건강을 위해 체험신청합니다.,kakaostory,서울특별시
2,체엄해보고 싶습니다..4중코팅된 프로바이오틱스,kakaostory,
4,저는 매년 3~4회 감기 몸살로 인해 고생하고요 화장실에서도 변비로 고생하는 경험이 많아 일년전부터 프로바이오틱스를 먹기 시작했는데요. 그간 적절한 프로바이오틱스 제품을 만나지 못해 주로 외국제품을 직구해서 구매해서 먹고 있습니다. 국산제품은 가격이 비싸거나 효능이 떨어진다는 평이 있어서요. 그런데 이번에 한국사람에 체질에 맞는 유산균과 가장우려되는 유산균코팅제가 개발되어 너무 기쁘고요. 꼭 체험단에 참가해서 4주간 경험해보고 이용하고 싶어요.,kakaostory,서울특별시
3,요즘 약국에서  을 찾는 분이 많아요. 약사인 제가 한 번 먹어보면 환자분들께 자세한 상담을 해줄 수있을 것 같아요. 하루 종일 약국에 있다보면 식사시간도 불규칙하고 안좋은 음식을 많이 먹게되는데 이럴때   먹으면 좋을 것 같아요 꼭 추첨되었으면 합니다.,kakaostory,서울특별시
5,안녕하세요~ 74년생으로100억마리 프로바이오틱스를 먹은지 7개월째입니다. 처음 약국에서 4만원주고 구입한 미국산 제품은 몸에 맞아서 증상묘기증이라는 가려움증과 장이 많이 개선 되었는데 가격이 비싸다고 생각되어서 홈쇼핑에서 여에스더??? 잘 기억은 안나지만 6개들이 사서 지금 5통째 먹고 있는데 그다지 효과가 좋지 않습니다. 묘기증이 다시 생기고 장도 그다지 좋아지지 않고 설사가 다시 시작되어서 다른 좋은 프로바이오틱스가 있는지 찾던중 체험단을 모집한다기에 신청을 합니다. 꼭 신청단에 참가 시켜 주세요. 제 몸이 매우 민감해서 좋은 제품이면 바로 반응합니다. 장과 묘기증으로 고생하고 있는 제가 꼭 좋아질 수 있는 제품인지 알고 싶습니다.,facebook,전라남도
4,항상 장이 안 좋아서 더부룩하고 배에서도 소리가 자주 나고 무엇보다 변비가 심해서 고생입니다 요즘 유산균이 좋다고들 하는데 사실 너무나 많은 제품들과 정보들로? 인해 어떤 걸 선택해야 할지도 고민이고 소비자 입장에서는 잘 모르기 때문에 더욱 어려운 것이 사실입니다 하지만 이렇게  에 대한 상세한 정보와 홍보를 보면서 신뢰가 생기고 무엇보다?  제약이라는 최고의 제약회사라는 믿음과 함께 꼭 체험해보고 싶다는 욕구가 불끈불끈 생기네요!!? 저의 최대의 골칫거리이자 말썽꾼인 이 장트러블을 말끔히 해결해주세요~ 부탁드립니다!!,kakaostory,대구광역시
4,유산균이 좋다는 말을 많이 들었는데 선뜻 먹어보지 못하고 있었는데 이런 좋은 기회에 꼭 체험해 보고 싶네요~ 평상시에 장이 약해서 배탈도? 자주 나고 항상 트러블 많은 피부때문에 고민인데  으로 꼭 탈출하고 싶습니다!!,kakaostory,대구광역시
3,가족들 모두 변비도 심하고 치질도 있어서 항상 화장실 가는게 무서울 정도입니다~ 게다가 면역력도 약해서 감기에도 자주 걸리고요~?  으로 꼭 좋은 결과 있었으면 좋겠습니다~,kakaostory,대구광역시
3,면역력이 너무 떨어졌는지 한여름에도 감기에 걸리고 겨울에는 감기를 달고 삽니다 그러다 보니 항상 피곤하고 기운도 없고 일상생활에 의욕도 없어지네요 유산균이 면역기능을 높여주고 활력에도 도움이 된다는 말을 많이 들었는데 이번에  을 통해서 꼭 좋은 경험 해보고 싶습니다,kakaostory,강원도
3,장건강 너무 중요하죠~ 장이 건강해야 온 몸이 다 건강하다는 말이 있듯이 우리 몸의 가장 핵심인 부분인데 사실 너무 소홀히 하는 경향이 있는 것 같아요~ 요즘에는 장건강에 대한 관심이 높아져서? 시중에 유산균이 많이 나와 있는데 사실 믿을만한 제품이 별로 없는 것 같아 망설여졌습니다 하지만  제약  은 너무 믿음이 가고 꼭 먹어보고 싶어요~ ?제 건강을  을 지키고 싶네요,kakaostory,강원도
5,"안녕하세요? ^^ 우연찮게 늘 드나드는 다른 홈페이지의 작은 베너창을 보고 참여하게 되었습니다! 요즘 언론이나 여러 TV방송 프로그램에서도 건강관련한 주재로 많이들 소개하고 있는데 저도 그런 매체들을 접하면서 자연스레 건강을 챙기려 전부터 장 건강에 좋다는 과일,채소 플레인요거트와 같은 장 활동을 돕는 음식들을 일부러 챙겨 먹곤 한답니다. 또한 오래전 누님의 권유로 타 사의 제품이긴 하지만 유산균제를 먹었본적도 있었고요! 좀 더 관심을 갖고 꾸준히 챙겨먹었어야 하는데 이래저래 정신없이 살다보니 생각을 못하고 있었네요! 그 때 그 기억들 때문인가  제약의 ' ' 체험광고를 보고 이렇게 한걸음에 달려와 체험신청을 하게 되었습니다. 회사일이다 뭐다 여로모로 스트레스 받고 쉽게 피로해지는 몸 때문에 하루하루 고단한 생활을 반복하고 있는데 ' '을 통해 활력을 찾을 수 있도록 체험 기회 꼭 좀 부탁드려요 체험 기회를 주신다면 꾸준한 섭취를 통한 냉정하고 솔직한 평가도 올리도록 하겠습니다. 기회 꼭 부탁드립니다...",kakaostory,서울특별시
3,평상시에 인스턴트 음식도 자주 먹고 불규칙한 식사와 술도 좋아하는 편인데 그러다 보니 장도 안좋은 것 같고 항상 더부룩한 느낌이 듭니다 안좋다는 걸 알면서도? 나쁜 습관을 고치기가 쉽지 않네요~ 프로바이오틱스  으로 건강도 되찾고 나쁜 습관도 조금씩 고쳐나가고 싶어요,kakaostory,강원도
3,점점 나이가 들면서 건강에도 신경쓰게 되고 약도 많이 먹게 되는데 잘 좋아지진 않는 것 같아요~ 근본적인 대책이 필요한 것 같은데  을 보면서 바로 이거구나! 하는 생각이 들었어요~? 모든 나쁜 습관이 저에 해당되더라고요~ 튼튼한 장건강이 젊음과 건강의 비결인 것 같아 꼭 체험해보고 앞으로도? 꾸준히 사용해보고 싶어요!,kakaostory,강원도
3,변비도 심하고 식사도 불규칙하고 그러다보니 얼굴이며 몸에 트러블도 많이 나고 까칠하고 정말 너무 고민입니다 유산균에 대한 좋은 효과는 많이 들어서 알고는 있었지만? 아직 체험해보지 못하고 있었는데 이번 좋은 기회에 꼭 체험해보고 좋은 효과도 보고 생생하고 좋은 후기도 남겨보고 싶습니다!,kakaostory,대구광역시
3,항상 배가 더부룩하고 꾸룩꾸룩하고 소리가 나서 대인기피증까지 걸렸어요 장이 안좋아서 그런건지 항상 신경이 쓰이네요 항상? 피곤함도 느끼고요 장을 튼튼하게 해줄  으로 저의 이런 고민을 완전히 해결하고 싶어요! 꼭 체험해 보고 싶네요,kakaostory,대구광역시
3,인스턴트를 너무 좋아해서 자주 먹다보니 살도 찌고 무엇보다 장도 안좋고 소화도 안돼는 것 같고 얼굴도 푸석거리면서 트러블도? 많이 올라옵니다!! 유산균이 해결책이라는 생각을 항상 했었는데 계속 미루고 있었어요 이번에  제약  으로 꼭 좋은? 효과 봤으면 좋겠어요,kakaostory,강원도
3,항상 장이 안 좋아서 더부룩하고 배에서도 소리가 자주 나고 무엇보다 변비가 심한 편이라 화장실 갈때마다 무섭습니다? 장이 문제인 것 같은데 딱히 어떤 방법을 써야할지 모르겠어요~? 이번에  을 통해서 저의 이런 고민 완전히 해결하고 싶어요?,kakaostory,대구광역시
2,과민성 대장증상으로 면역력도 떨어지네요. 여러가지 유산균을 먹어봤지만 이렇다할..   먹어보고 시포요,facebook,경상북도
3,저희 둘째가 8개월인데 툭하면 장염에 폐렴에 ㅠㅠ 유산균이 면역력키워주는데 좋다고해서 신청해봐요,kakaostory,전라북도
3,16개월 우리예쁜딸이 한달넘게 변비와 토끼똥으로 고생하고있습니다ㅠㅠ 다른 유산균제품이 다 소용이 없어여ㅠㅠ 울딸래미 도와주세욤ㅠㅠㅡ,facebook,경상북도
3,요즘 들어 배변활동이 원활하지 안해서 항상 속이 더부룩하고 일상생활하기가 힘이 드네요 꼭 체험해보고 싶네요! 체험해보고 효과가 있으면 구매하고 싶습니다,kakaostory,제주특별자치도
3,음식만 먹으면 항상 장이 좋지 않아 장트러블이 일어나거든요.. 장염도 달고 살고 씨에프보고 관심이 생겨서 먹어고 싶네요 효과가 있는지 무료체험 꼭 당첨되길..,kakaostory,인천광역시
4,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,facebook,
4,저는신랑을위해서 신청하고싶어여 영업하는일이라서 차를탈일이많고여 화장실도 잘가지못합니다 글구 사무실에와서는 앉아일이많구여 회식도많이하고 기름진음식에 일주일에3번정도는 먹으니 항상 먹는게걱정입니다 짐에서 과일이나 채소를챙겨준다고해도 그때뿐이더라구여 항상 화장실가면많이힘들어하는데 신랑이 편하게 화장실을갈수있께 꼭도와주고싶어여,kakaostory,
1,신청합니다!!!!,facebook,
3,"소화가 잘안되고 변비가 있는 10주된 임산부입니다. 몸을 건강하게 유지하려면 장이 건강해야하는데 다른약을 먹기보다는 유산균을 통해 건강하게 치유하고 싶습니다.  을 통해 장도 건강하게하고, 주위에 입소문 많이 내도록할께요!",facebook,부산광역시
2,유산균 다 먹엇는데   뉴신상이 나왓길래 한번 먹고 싶습니다,facebook,
3,"포털사이트에 이것저것 뉴스도 보고 쇼핑도 하다가 광고보고 체험단신청합니다. 배변활동에 도움을 준다고도 있어요 솔깃한 마음에.. 쾌변을 하고싶습니다.ㅠㅠ   데일리, 에스 체험하고 효과보고 구입하고싶습니다. 꼭 뽑아주세요~",kakaostory,경기도
4,세0비0 등의 프로바이오틱스 제품을 먹고있는 만성 장트러블 환자 입니다. ㅎㅎ 프로바이오틱스 먹는 분들이라면 다들 공감하시겠지만 과연 이 약이 장까지 잘 살아서 가고 있는지가 정말 궁금합니다. 4중코팅! .... 1중도 아니고 2중도 아니고! 4중이라면 내 식도의 열과 위산에도 굴하지 않고 균들을 안전하게 장에 장착해줄 것 같아서요. 경험하고 싶어서 사연 보냅니다.,facebook,서울특별시
3,남편이 매일 배변문제로 힘들어해요. 아내로써 챙겨주고 싶은 마음에 신청합니다. 직접 구매전에 효과가 있는지 궁금도 하구요.,facebook,경기도
3,아기 키우느냐고 밥을 제대로못챙겨먹어서 원래 약한 장이 더욱 민감해진건지 툭하면 변비에 기름진것만먹으면 민감해지고 ㅠ 우연히 TV광고를보고 체험해보고 싶어서 신청합니다^^,kakaostory,
1,장건강을위해^^,kakaostory,충청남도
3,둘째낳고 다이어트중인데 유산균먹는거 도움도 되고 좋다구 하더라구여^^피곤한 남편도 같이 먹고 좋을꺼같아여^^,kakaostory,경기도
3,안녕하세요‥ 설사를자주하고 장이 안좋와 리셋 신바이오틱스네오를 먹고있는데요 바꿔보고싶어 조심스럽게 신쳥해봅니다~~^^,facebook,경기도
3,50대 남성입니다 술자리가 반복되고 스트레스를 좀 받는다 생각되면 100% 대변이 이상이 생기는 현상입니다 비스칸이란 생균제도 먹어봤는데 별 효과를 보지 못했습니다 지인의 추천으로  을 먹어볼까 하는데 처험단을 신청하게 되었습니다 수고하세요,kakaostory,서울특별시
3,"안녕하세요, 저는 대학교 4학년 아들 엄마입니다. 우리아이는 어려서 부터 장이 민감해서 스트레스나, 긴장, 고기를 먹어도 설사를 심하게 합니다. 한약도 먹이고, 프로 바이틱스도 장기복용해도 큰 변화가 없습니다. 집을 떠나서 있는 아들이 설사했다고 하면 항상 마음이 아프답니다. 좋은 약이 생겨서 꼭 좋아지길 바라는 엄마가 간절한 마음으로 신청합니다. 부탁드립니다. 감사합니다.",kakaostory,서울특별시
1,sdvfsdfsdfsdgf,facebook,경기도
3,"부모님을 모시고 사는데요. 연세들어가실수록 점점 장이 예민해지시는지, 힘들어하시는걸 느낍니다.뭔가 도움되는걸 찾아보고 있던중 프로바리오틱스  을 보게되었네요. 체험해보고자 신청해봅니다.감사합니다.",facebook,
3,  광고를 보고 찾아왔어요 세계최초라고 하는   경험해 보고 싶어요 지금까지 쭉 프로바이오 틱스 유산균 을 먹고는 있는데 저희 10살 아들 아토피와 비염으로 고생했던 기억 때문에 좋은 유산균 항상 관심 많아요 꼭 경험해보고 싶어요,kakaostory,부산광역시
2,프로바이오틱스의 효과 검증에 참여해봅시다,facebook,경상북도
5,"38살 가장으로 임산부인 와이프와 23개월된 딸아이를 두고 있습니다. 아내와 저는 고기류를 너무 좋아하고 매운 자극적인 음식을 자주 먹습니다. 저 같은 경우 하루 평균 8시간 이상을 앉아서 일을 합니다. 당연히 배변활동이 좋지 못하고 특히 최근 아랫배가 묵직하게 통증이 오기도 하고 배변도 불규칙적이며 변비가 심해졌습니다. 딸아이는 너무 안먹어서 이것저것 다 먹여보다 현재는 다 포기하고 아연와 비타민 디만을 먹이고 있습니다. 배변도 주기적이거나 자주 하지 못하고 힘들어 하기도 합니다. 홍보물을 보자마자 저와 아내, 아이에게 딱 맞춤형으로 나온 것 같다는 생각이 들어 이렇게 신청하게 되었습니다. 꼭 당첨이 되서 테스트해보고 싶네요.",facebook,경기도
3,장기능이 요즘 너무 안 좋아서 변비가 심합니다 작년에는 변비때문에 치질수술까지 받았는데 아직도 변비때문에 고생을 합니다 치질이 재발할까 걱정이 되어서 요즘 장에 좋은 것들을 찾고 있는 중입니다 한번 체험해보고 복용하고 싶네요~~,kakaostory,경기도
4,44세남자입니다 벌써30년넘게 변비로고생중입니다 이유산균 저유산균 다복욕해봤지만 아무런효과없었습니다 하는수없이 병원에서변비약처방 을받았습니다 사실병원에서 처방해준 변비약을계속 먹을려니장건강에도 안좋을것같다고 생각해서 이번 제약 에서 개발한 에 눈이가게됐습니다 평소장건강에 관심이많다보니 이사연을 남겨봅니다 물도 그냥물을먹지도않고 변비라든지 장에좋다는 약초끊인물만마십니다 이번사연에꼭담첨되서  의효과 를꼭보고주변 분들에게널리 알리고싶습니다 감사합니다,facebook,부산광역시
1,체험하고싶어요~~,facebook,
4,"종근당 장편한세상,.,, 듀오락 이번에 외국제품먹어볼려고 했는데 이것도 사서 한번 먹어봐야곗어요 몇달전부터 장염에다가 가스가 차고 속도 더부룩하고 좋다는 유산균을 먹어도 시원한 변을 누지를 못했어요 물도 많이 먹으라고 하는데 챙겨먹는다고 하는데도 효과를 못보네요 도와주세요",kakaostory,경상남도
2,세계 최초라니 궁금하구요.4중 코팅이라 더욱 더 기대됩니다..장 건강을 위해 체험해보고 싶어요..,facebook,전라남도
3,늘 변비가 있었는데 임신중부터 심해져 출산후까지 계속되고있어 화장실가는게 두렵네요ㅠㅠ 장건강을 위해 지금이라도 꾸준히 유산균먹어보려고 알아보다가 (티비cf보고 검색)체험단 신청하게 됐어요~~ 체험단 기회 꼭 돌아오길 기대해봅니다^^,kakaostory,부산광역시
1,xgfcfcffcfc,facebook,
5,"안녕하세요, 연구원에 다니는 직장인입니다. 원래 장이 안좋아 과민성대장증후군이 있는데, 1년반전 연구원으로 직장을 옮기고서는 더욱 심해졌네요. 유해균이 유익균보다 너무 많아서 그렇다나요.. 더구나 9시 출근, 퇴근은 항상 12시 이후... 너무많은 시간은 앉아서 일하다 보니 배에 가스가 항상 차서 더부룩하고 소화도 항상 안되고... 며칠씩 화장실 못가다가도 한번가면 하루에 서너번씩 가게 됩니다. 하루종일 참았던 탓에 집에가서 뽕뽕 거리면 신랑이 무지 싫어하지요.. 하지만 참으면 배에 고통이 너무너무 심합니다. 요구르트도 먹어보고 유산균도 먹어보고.. 야채도 많이 먹어보곤 하지만 잘 낳질 않네요. 그래서 이번에 신청해봅니다. 4중 코팅이라니 장까지 잘 살아서 제 장을 보호해주리라 믿어요. 정말 매일매일 화장실 가기를, 배가 꾸룩꾸룩 안하기를 기대해봅니다. 감사합니다.",kakaostory,울산광역시
3,장이 약해서 화장실을 자주 가는데 세계최초 특허4중코팅 프로바이오틱스  ! 광고보니 더욱 신뢰가 갑니다. 젊을 때부터 꾸준히 먹고 장을 오래오래 건강하게 관리하고 싶습니다. 당첨된다면 꼼꼼하고 성실한 리뷰 약속드립니다. 감사합니다^^ http://blog.naver.com/gusalfk1985,kakaostory,경상북도
3,이제40을금방 맞이하는 두아이의엄마 주부입니다 평소피곤을 잘 느끼고 육식을 거의 매일먹으며 좋아하는데 유산균 검색하다가 한번체험하고싶어 글 남깁니다 꼭체택되면 좋겠네요,kakaostory,전라남도
3,딸이랑 제가 변비가...ㅠㅠ 심해요. 밀가루 음식 먹으면 꼭 설사를 하구요~~^^,kakaostory,전라남도
5,"성인 아토피 환자입니다. 생활환경 변화뿐만 아니라 아토피에 좋은 음식과 보조제를 찾아 먹고 있습니다. 아토피는 면역체계 문제로 인해 발병할 소지가 높은데 면역력 증진을 위해 프로바이오틱스가 효과적이라고 하는 논문도 있고 별 관련성이 없다는 이야기도 듣고 있습니다. 체험을 통하여 프로바이오틱스가 아토피 개선이 도움이 된다고 느끼면 꾸준히 먹고, 제가 활동하는 아토피 카페에도 홍보하고자 합니다. 체험단 기회을 얻어 한번 테스트해보고 싶습니다. 감사합니다.",facebook,서울특별시
5,8살이 된 여자 아이가 변비로 인해 너무나 고생하고 있습니다. 대변은 3일과 4일 정도면 한 번 정도 하고 과일이나 다른 것들은 자기가 좋아하는 것만 먹고 ㅠㅠ 다른 건 안먹음. 장 건강에 대한 좋은 것이 제 눈이 띄어서 신청을 해 봅니다. 우리 아이의 장 건강과 이제는 대변이 마려울 때 구석에 가서 몇 분정도 꾸부려 있지 않았으면 좋겠습니다. 부디 체험단에 참여해서 우리 애기가 변화되고 지속적으로 프로바이오틱스  을 복용할 수 있었으면 좋겠습니다. 고맙습니다.,facebook,경기도
3,우리 딸 유산균을 고르던중에 체험단 신청하는것을 발견했네요.,kakaostory,서울특별시
3,늘 변비로인해 장에 좋다는 유산균을 여러가지 바꿔서 먹어보는데도 아직까지 딱 맞는걸 찾기힘든거같은데  은 4중코팅으로 되어있으니 조금 더 몸에 더 좋게 반응할것같아요~!!,facebook,대구광역시
3,요즘 저희 가족이 장이 좋지 않아서 인지 다들 소화도 잘 못하고 장활동도 잘 하지 못하고 있습니다. 그래서 이번 기회에 장 건강지수를 높이고 싶어 신청을 하게 되었습니다. 좋은 기회가 되었으면 합니다. 당첨이 된다면 http://f1gp12.blog.me/ 후기도 남기겠습니다!!,facebook,경기도
3,"평소 변비와 장에가스, 그리고 성인아토피로 고생중입니다. 성인 아토피로 유산균이 좋다고하는데 다른 시중 유산균은 효과가 없는거 같아요! 꼭 체험단이되서 체험해보고 싶습니다",facebook,
3,장건강이별로좋지않아어종근당유산균을먹고있는데  이 제장을튼튼하게해주면 정말좋겟네요꼭체험해보고싶네요,kakaostory,
2,장이 불편한 남편을 위해 신청합니다.,facebook,서울특별시
3,평소 변비 장에가스참 성인아토피가 있어 타사 유산균 복용중 입니다. 효과가 없어서 알아보던중 티비광고로 접하고 무료체험 신청합니다.,kakaostory,경상북도
3,화장실을 다녀와도 늘 속이 불편하고 시도 때도 없이 배가 아프며 어쩔땐 볼일을 못보고 그냥 배만 마구 아픕니다 장이 안좋타고 병원에서 그렇게 말만하고 다른 치료나 처방이 없었네요 결국 나혼자만의 아픔으로 아침마다 바쁜 시간인데 화장실에서 가족에게 민폐도 끼치고 그래서 저도 참고 참아 회사가서 볼일보고 이런 나의 아픔을 누가 알리요!   으로 나의 불편한 장 체험으로 효과 보고 싶네요 많은 페이스북 친구들에게 알리고 내 편안한 장 소개 하고 싶습니다,facebook,경기도
4,"신랑과 저는 체질이 비슷합니다. 둘이 우유 마시면 설사하고, 조금이라도 매운 거 먹으면 설사를 합니다. 또 몸 여기저기서 꾸루륵~ 하는 소리가 나요. 특히 뱃속에서는 시냇물이 흐르는 소리도 나고요, 특히 신랑은 배변활동이 좋지 않아 변비와 설사를 반복하고 있어요. 인스턴트 음식과 밀가루 음식을 좋아해서 즐겨 먹는데 장이 안 좋아진다는 것으로 알고 있어요. 저희부부도 장건강에 신경쓰이는 요즘, 광고로 김희애씨가   광고하는 것을 보고 무척 궁금했답니다.   체험단에 선정되어서 신랑과 저 둘이 모두 튼튼한 장으로 거듭나고 싶어요.",facebook,경기도
3,이제 돌지난 아기가 있어요. 이유시작시기부터 이유식도 잘 먹지않고 이유식 시작이후엔 변비도 생기고 늘 변상태도 걱정스러울때가 많은데 아이에게 맞는 유산균을 찾지 못했네요~체험단을 기회로  도 먹여보고 싶네요^^,kakaostory,경기도
3,면역기능이약해서 감기랑 잘걸려요 또 배변활동이 원활하지 않아서 신청합니다,kakaostory,
3,남편장이약해ㅠㅠ 매번화장실에오래앉자있어요...ㅠㅠ,facebook,
3,저는 어렸을때부터 장이민감하고 탈도 많이나서 고생을 하고 있는데요 지금 티비를 보다가 GQ Lab 광고를 보고 흥미가 생겨 알아보던둥 체험단을 알게 되어 신청하게 되었습니다. 장건강을 위해 무언가 해본적 없는데 이번기회를 통해서 장건강도 챙기고 싶습니다 잘부탁드려요~^^,facebook,서울특별시
3,현재 임신중비중으로 앞으로 꾸준히 유산균제를 복용해야할 것 같습니다. GNC 및 세노비스 제품을 복용해 보았는데 아무래도 한국인에게 맡는 제품이 좋지 않을까 체험을 해보고자 합니다. 감사합니다.,facebook,서울특별시
3,이번에 셋째 임신중입니다. 철분제 복용을 이제 시작 할때가 되었는데 변비가 걱정되어 유산균 복용도 같이 해야 될꺼 같아 어떤것이 좋을지 찾는중이였는데 티비광고로 접하게 되었습니다. 무료 체험 후 구입하고 싶네요 ^^,kakaostory,부산광역시
1, 을 통해 튼튼한 장을 만들고 싶어요!^^,facebook,
